Zip Code,City,State,Metro,CountyName,SizeRank,Rent per Square Foot,Price per Sqft,Rent Based Estimate,Sale Based Estimate,Exact Average,Abodu Estimate
35226,Hoover,AL,Birmingham-Hoover,Jefferson County,1975,0.812,138,"35,078",62100,"48,589","$50,000 "
77642,Port Arthur,TX,Beaumont-Port Arthur,Jefferson County,1976,0.718,49,"31,018",22050,"26,534","$30,000 "
48154,Livonia,MI,Detroit-Warren-Dearborn,Wayne County,1977,1.02,144,"44,064",64800,"54,432","$50,000 "
10950,Monroe,NY,New York-Newark-Jersey City,Orange County,1978,1.434,186,"61,949",83700,"72,824","$70,000 "
11103,New York,NY,New York-Newark-Jersey City,Queens County,1979,1.774,794,"76,637",357300,"216,968","$220,000 "
85614,Green Valley,AZ,Tucson,Pima County,1980,0.85,116,"36,720",52200,"44,460","$40,000 "
99206,Spokane Valley,WA,Spokane-Spokane Valley,Spokane County,1981,0.992,199,"42,854",89550,"66,202","$70,000 "
88240,Hobbs,NM,Hobbs,Lea County,1982,0.73,,"31,536",,"31,536","$30,000 "
90740,Seal Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1983,2.158,517,"93,226",232650,"162,938","$160,000 "
20814,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,1984,1.96,440,"84,672",198000,"141,336","$140,000 "
21014,Bel Air,MD,Baltimore-Columbia-Towson,Harford County,1985,1.11,173,"47,952",77850,"62,901","$60,000 "
97305,Hayesville,OR,Salem,Marion County,1986,1.048,179,"45,274",80550,"62,912","$60,000 "
33573,Sun City Center,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,1987,0.918,112,"39,658",50400,"45,029","$50,000 "
51503,Council Bluffs,IA,Omaha-Council Bluffs,Pottawattamie County,1988,0.652,,"28,166",,"28,166","$30,000 "
63119,Webster Groves,MO,St. Louis,Saint Louis County,1989,1.078,185,"46,570",83250,"64,910","$60,000 "
85035,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1990,0.91,,"39,312",,"39,312","$40,000 "
80247,Denver,CO,Denver-Aurora-Lakewood,Denver County,1991,1.386,207,"59,875",93150,"76,513","$80,000 "
38018,Memphis,TN,Memphis,Shelby County,1992,0.706,90,"30,499",40500,"35,500","$40,000 "
86442,Bullhead City,AZ,Lake Havasu City-Kingman,Mohave County,1993,0.774,114,"33,437",51300,"42,368","$40,000 "
37643,Elizabethton,TN,Johnson City,Carter County,1994,0.712,84,"30,758",37800,"34,279","$30,000 "
78749,Austin,TX,Austin-Round Rock,Travis County,1995,1.024,190,"44,237",85500,"64,868","$60,000 "
73110,Midwest City,OK,Oklahoma City,Oklahoma County,1996,0.75,74,"32,400",33300,"32,850","$30,000 "
33147,West Little River,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1997,1.504,,"64,973",,"64,973","$60,000 "
80204,Denver,CO,Denver-Aurora-Lakewood,Denver County,1998,1.92,394,"82,944",177300,"130,122","$130,000 "
48221,Detroit,MI,Detroit-Warren-Dearborn,Wayne County,1999,0.628,,"27,130",,"27,130","$30,000 "
55407,Minneapolis,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,2000,1.386,207,"59,875",93150,"76,513","$80,000 "
97128,McMinnville,OR,Portland-Vancouver-Hillsboro,Yamhill County,2001,1.044,202,"45,101",90900,"68,000","$70,000 "
29063,Irmo,SC,Columbia,Richland County,2002,0.732,112,"31,622",50400,"41,011","$40,000 "
46260,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,2003,0.768,107,"33,178",48150,"40,664","$40,000 "
48423,Davison,MI,Flint,Genesee County,2004,0.742,109,"32,054",49050,"40,552","$40,000 "
94578,San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,2005,2.23,489,"96,336",220050,"158,193","$160,000 "
17404,Manchester,PA,York-Hanover,York County,2006,0.82,99,"35,424",44550,"39,987","$40,000 "
23831,Chester,VA,Richmond,Chesterfield County,2007,0.792,117,"34,214",52650,"43,432","$40,000 "
40229,Louisville,KY,Louisville/Jefferson County,Jefferson County,2008,0.96,120,"41,472",54000,"47,736","$50,000 "
86004,Flagstaff,AZ,Flagstaff,Coconino County,2009,1.074,205,"46,397",92250,"69,323","$70,000 "
33613,Lake Magdalene,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,2010,1.014,124,"43,805",55800,"49,802","$50,000 "
10013,New York,NY,New York-Newark-Jersey City,New York County,2011,5.556,1739,"240,019",782550,"511,285","$510,000 "
98374,South Hill,WA,Seattle-Tacoma-Bellevue,Pierce County,2012,0.992,188,"42,854",84600,"63,727","$60,000 "
92308,Apple Valley,CA,Riverside-San Bernardino-Ontario,San Bernardino County,2013,0.844,148,"36,461",66600,"51,530","$50,000 "
38002,Lakeland,TN,Memphis,Shelby County,2014,0.734,105,"31,709",47250,"39,479","$40,000 "
28214,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,2015,0.796,107,"34,387",48150,"41,269","$40,000 "
29209,Columbia,SC,Columbia,Richland County,2016,0.728,89,"31,450",40050,"35,750","$40,000 "
11231,New York,NY,New York-Newark-Jersey City,New York County,2017,3.312,,"143,078",,"143,078","$140,000 "
46112,Brownsburg,IN,Indianapolis-Carmel-Anderson,Hendricks County,2018,0.816,112,"35,251",50400,"42,826","$40,000 "
53188,Waukesha,WI,Milwaukee-Waukesha-West Allis,Waukesha County,2019,1.018,144,"43,978",64800,"54,389","$50,000 "
73401,Ardmore,OK,Ardmore,Carter County,2020,0.62,64,"26,784",28800,"27,792","$30,000 "
29466,Mount Pleasant,SC,Charleston-North Charleston,Charleston County,2021,1.106,191,"47,779",85950,"66,865","$70,000 "
89104,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,2022,0.828,152,"35,770",68400,"52,085","$50,000 "
23060,Glen Allen,VA,Richmond,Henrico County,2023,0.884,151,"38,189",67950,"53,069","$50,000 "
30701,Calhoun,GA,Calhoun,Gordon County,2024,0.716,86,"30,931",38700,"34,816","$30,000 "
48127,Dearborn Heights,MI,Detroit-Warren-Dearborn,Wayne County,2025,1.022,127,"44,150",57150,"50,650","$50,000 "
77035,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,2026,0.96,132,"41,472",59400,"50,436","$50,000 "
94044,Pacifica,CA,San Francisco-Oakland-Hayward,San Mateo County,2027,2.95,798,"127,440",359100,"243,270","$240,000 "
92307,Apple Valley,CA,Riverside-San Bernardino-Ontario,San Bernardino County,2028,0.774,142,"33,437",63900,"48,668","$50,000 "
17112,Lower Paxton,PA,Harrisburg-Carlisle,Dauphin County,2029,0.908,124,"39,226",55800,"47,513","$50,000 "
38118,Memphis,TN,Memphis,Shelby County,2030,0.606,53,"26,179",23850,"25,015","$30,000 "
75069,McKinney,TX,Dallas-Fort Worth-Arlington,Collin County,2031,1.02,156,"44,064",70200,"57,132","$60,000 "
60074,Palatine,IL,Chicago-Naperville-Elgin,Cook County,2032,1.288,181,"55,642",81450,"68,546","$70,000 "
48239,Redford,MI,Detroit-Warren-Dearborn,Wayne County,2033,0.916,92,"39,571",41400,"40,486","$40,000 "
98087,Lynnwood,WA,Seattle-Tacoma-Bellevue,Snohomish County,2034,1.236,277,"53,395",124650,"89,023","$90,000 "
70601,Lake Charles,LA,Lake Charles,Calcasieu Parish,2035,0.826,,"35,683",,"35,683","$40,000 "
89030,North Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,2036,0.894,,"38,621",,"38,621","$40,000 "
95973,Chico,CA,Chico,Butte County,2037,1.086,225,"46,915",101250,"74,083","$70,000 "
40272,Louisville,KY,Louisville/Jefferson County,Jefferson County,2038,0.886,105,"38,275",47250,"42,763","$40,000 "
99352,Richland,WA,Kennewick-Richland,Benton County,2039,0.924,192,"39,917",86400,"63,158","$60,000 "
83201,Pocatello,ID,Pocatello,Bannock County,2040,0.874,152,"37,757",68400,"53,078","$50,000 "
11367,New York,NY,New York-Newark-Jersey City,Queens County,2041,1.652,601,"71,366",270450,"170,908","$170,000 "
29710,Clover,SC,Charlotte-Concord-Gastonia,York County,2042,0.81,,"34,992",,"34,992","$30,000 "
53218,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,2043,1,71,"43,200",31950,"37,575","$40,000 "
93726,Fresno,CA,Fresno,Fresno County,2044,0.916,144,"39,571",64800,"52,186","$50,000 "
27560,Morrisville,NC,Raleigh,Wake County,2045,0.812,152,"35,078",68400,"51,739","$50,000 "
32209,Jacksonville,FL,Jacksonville,Duval County,2046,0.772,,"33,350",,"33,350","$30,000 "
33135,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2047,1.684,214,"72,749",96300,"84,524","$80,000 "
53066,Oconomowoc,WI,Milwaukee-Waukesha-West Allis,Waukesha County,2048,1.064,,"45,965",,"45,965","$50,000 "
92262,Palm Springs,CA,Riverside-San Bernardino-Ontario,Riverside County,2049,1.652,259,"71,366",116550,"93,958","$90,000 "
90638,La Mirada,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2050,1.794,392,"77,501",176400,"126,950","$130,000 "
98502,Olympia,WA,Olympia-Tumwater,Thurston County,2051,1.018,206,"43,978",92700,"68,339","$70,000 "
90241,Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2052,1.74,377,"75,168",169650,"122,409","$120,000 "
77065,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,2053,0.782,96,"33,782",43200,"38,491","$40,000 "
37214,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,2054,1.018,156,"43,978",70200,"57,089","$60,000 "
90008,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2055,1.95,488,"84,240",219600,"151,920","$150,000 "
52240,Iowa City,IA,Iowa City,Johnson County,2056,1.136,167,"49,075",75150,"62,113","$60,000 "
83815,Coeur d'Alene,ID,Coeur d'Alene,Kootenai County,2057,0.82,158,"35,424",71100,"53,262","$50,000 "
77471,Rosenberg,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,2058,0.896,105,"38,707",47250,"42,979","$40,000 "
2909,Providence,RI,Providence-Warwick,Providence County,2059,1.264,153,"54,605",68850,"61,727","$60,000 "
95757,Elk Grove,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,2060,0.892,202,"38,534",90900,"64,717","$60,000 "
98107,Seattle,WA,Seattle-Tacoma-Bellevue,King County,2061,2.042,567,"88,214",255150,"171,682","$170,000 "
14215,Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,2062,0.754,,"32,573",,"32,573","$30,000 "
20016,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2063,2.416,560,"104,371",252000,"178,186","$180,000 "
58503,Bismarck,ND,Bismarck,Burleigh County,2064,1.022,215,"44,150",96750,"70,450","$70,000 "
66212,Overland Park,KS,Kansas City,Johnson County,2065,1.052,151,"45,446",67950,"56,698","$60,000 "
91401,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2066,2.106,479,"90,979",215550,"153,265","$150,000 "
92840,Garden Grove,CA,Los Angeles-Long Beach-Anaheim,Orange County,2067,2.088,408,"90,202",183600,"136,901","$140,000 "
60047,Lake Zurich,IL,Chicago-Naperville-Elgin,Lake County,2068,1.116,167,"48,211",75150,"61,681","$60,000 "
12020,Milton,NY,Albany-Schenectady-Troy,Saratoga County,2069,1.128,161,"48,730",72450,"60,590","$60,000 "
94523,Pleasant Hill,CA,San Francisco-Oakland-Hayward,Contra Costa County,2070,1.952,463,"84,326",208350,"146,338","$150,000 "
93940,Monterey,CA,Salinas,Monterey County,2071,2.072,516,"89,510",232200,"160,855","$160,000 "
94582,San Ramon,CA,San Francisco-Oakland-Hayward,Contra Costa County,2072,1.662,484,"71,798",217800,"144,799","$140,000 "
17013,Carlisle,PA,Harrisburg-Carlisle,Cumberland County,2073,0.822,112,"35,510",50400,"42,955","$40,000 "
90266,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2074,3.686,1099,"159,235",494550,"326,893","$330,000 "
80004,Arvada,CO,Denver-Aurora-Lakewood,Jefferson County,2075,1.388,294,"59,962",132300,"96,131","$100,000 "
98366,Port Orchard,WA,Bremerton-Silverdale,Kitsap County,2076,1.22,227,"52,704",102150,"77,427","$80,000 "
19115,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,2077,0.986,165,"42,595",74250,"58,423","$60,000 "
1760,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2078,1.65,338,"71,280",152100,"111,690","$110,000 "
95691,West Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,2079,1.16,228,"50,112",102600,"76,356","$80,000 "
91205,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2080,2.286,548,"98,755",246600,"172,678","$170,000 "
92505,Riverside,CA,Riverside-San Bernardino-Ontario,Riverside County,2081,1.368,261,"59,098",117450,"88,274","$90,000 "
94123,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2082,4.402,1476,"190,166",664200,"427,183","$430,000 "
91767,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2083,1.632,321,"70,502",144450,"107,476","$110,000 "
6106,Hartford,CT,Hartford-West Hartford-East Hartford,Hartford County,2084,1.154,109,"49,853",49050,"49,451","$50,000 "
93030,Oxnard,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2085,1.476,296,"63,763",133200,"98,482","$100,000 "
34205,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee County,2086,1.164,133,"50,285",59850,"55,067","$60,000 "
3103,Manchester,NH,Manchester-Nashua,Hillsborough County,2087,1.416,177,"61,171",79650,"70,411","$70,000 "
60030,Grayslake,IL,Chicago-Naperville-Elgin,Lake County,2088,1.058,122,"45,706",54900,"50,303","$50,000 "
91360,Thousand Oaks,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,2089,1.672,384,"72,230",172800,"122,515","$120,000 "
15206,Pittsburgh,PA,Pittsburgh,Allegheny County,2090,0.86,139,"37,152",62550,"49,851","$50,000 "
68104,Omaha,NE,Omaha-Council Bluffs,Douglas County,2091,0.994,110,"42,941",49500,"46,220","$50,000 "
26508,Brookhaven,WV,Morgantown,Monongalia County,2092,0.904,121,"39,053",54450,"46,751","$50,000 "
74014,Broken Arrow,OK,Tulsa,Tulsa County,2093,0.704,93,"30,413",41850,"36,131","$40,000 "
92821,Brea,CA,Los Angeles-Long Beach-Anaheim,Orange County,2094,1.76,378,"76,032",170100,"123,066","$120,000 "
92705,North Tustin,CA,Los Angeles-Long Beach-Anaheim,Orange County,2095,1.782,414,"76,982",186300,"131,641","$130,000 "
83401,Idaho Falls,ID,Idaho Falls,Bonneville County,2096,0.674,105,"29,117",47250,"38,183","$40,000 "
13027,Lysander,NY,Syracuse,Onondaga County,2097,0.98,107,"42,336",48150,"45,243","$50,000 "
92649,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2098,2.23,528,"96,336",237600,"166,968","$170,000 "
98056,Renton,WA,Seattle-Tacoma-Bellevue,King County,2099,1.35,304,"58,320",136800,"97,560","$100,000 "
89431,Sparks,NV,Reno,Washoe County,2100,1.168,200,"50,458",90000,"70,229","$70,000 "
91604,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2101,2.586,682,"111,715",306900,"209,308","$210,000 "
21244,Windsor Mill,MD,Baltimore-Columbia-Towson,Baltimore County,2102,1.28,152,"55,296",68400,"61,848","$60,000 "
44095,Eastlake,OH,Cleveland-Elyria,Lake County,2103,0.926,97,"40,003",43650,"41,827","$40,000 "
6450,Meriden,CT,New Haven-Milford,New Haven County,2104,1.158,127,"50,026",57150,"53,588","$50,000 "
89506,Reno,NV,Reno,Washoe County,2105,1.058,195,"45,706",87750,"66,728","$70,000 "
59405,Great Falls,MT,Great Falls,Cascade County,2106,1.044,172,"45,101",77400,"61,250","$60,000 "
30092,Peachtree Corners,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,2107,0.872,134,"37,670",60300,"48,985","$50,000 "
22015,Burke,VA,Washington-Arlington-Alexandria,Fairfax County,2108,1.498,297,"64,714",133650,"99,182","$100,000 "
58102,Fargo,ND,Fargo,Cass County,2109,1.068,154,"46,138",69300,"57,719","$60,000 "
38301,Jackson,TN,Jackson,Madison County,2110,0.57,46,"24,624",20700,"22,662","$20,000 "
11102,New York,NY,New York-Newark-Jersey City,Queens County,2111,3.042,923,"131,414",415350,"273,382","$270,000 "
21042,Ellicott City,MD,Baltimore-Columbia-Towson,Howard County,2112,1.236,240,"53,395",108000,"80,698","$80,000 "
43402,Bowling Green,OH,Toledo,Wood County,2113,0.856,100,"36,979",45000,"40,990","$40,000 "
75220,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,2114,1.392,213,"60,134",95850,"77,992","$80,000 "
63146,Creve Coeur,MO,St. Louis,Saint Louis County,2115,0.93,138,"40,176",62100,"51,138","$50,000 "
92373,Redlands,CA,Riverside-San Bernardino-Ontario,San Bernardino County,2116,1.294,272,"55,901",122400,"89,150","$90,000 "
37919,Knoxville,TN,Knoxville,Knox County,2117,0.966,124,"41,731",55800,"48,766","$50,000 "
77356,Montgomery,TX,Houston-The Woodlands-Sugar Land,Montgomery County,2118,0.888,116,"38,362",52200,"45,281","$50,000 "
94303,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2119,3.712,1334,"160,358",600300,"380,329","$380,000 "
55082,Stillwater,MN,Minneapolis-St. Paul-Bloomington,Washington County,2120,1.018,213,"43,978",95850,"69,914","$70,000 "
43221,Upper Arlington,OH,Columbus,Franklin County,2121,1.22,215,"52,704",96750,"74,727","$70,000 "
90403,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2122,3.57,970,"154,224",436500,"295,362","$300,000 "
72120,Sherwood,AR,Little Rock-North Little Rock-Conway,Pulaski County,2123,0.666,84,"28,771",37800,"33,286","$30,000 "
47403,Bloomington,IN,Bloomington,Monroe County,2124,0.838,117,"36,202",52650,"44,426","$40,000 "
33010,Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2125,1.474,199,"63,677",89550,"76,613","$80,000 "
40207,Louisville,KY,Louisville/Jefferson County,Jefferson County,2126,1.046,172,"45,187",77400,"61,294","$60,000 "
8096,Deptford,NJ,Philadelphia-Camden-Wilmington,Gloucester County,2127,1.05,111,"45,360",49950,"47,655","$50,000 "
10304,New York,NY,New York-Newark-Jersey City,Richmond County,2128,1.49,391,"64,368",175950,"120,159","$120,000 "
98198,Des Moines,WA,Seattle-Tacoma-Bellevue,King County,2129,1.382,241,"59,702",108450,"84,076","$80,000 "
72023,Cabot,AR,Little Rock-North Little Rock-Conway,Lonoke County,2130,0.656,92,"28,339",41400,"34,870","$30,000 "
12901,Plattsburgh,NY,Plattsburgh,Clinton County,2131,1.11,106,"47,952",47700,"47,826","$50,000 "
78586,San Benito,TX,Brownsville-Harlingen,Cameron County,2132,0.74,61,"31,968",27450,"29,709","$30,000 "
78218,San Antonio,TX,San Antonio-New Braunfels,Bexar County,2133,0.92,104,"39,744",46800,"43,272","$40,000 "
95991,Yuba City,CA,Yuba City,Sutter County,2134,0.934,166,"40,349",74700,"57,524","$60,000 "
80221,Sherrelwood,CO,Denver-Aurora-Lakewood,Adams County,2135,1.802,325,"77,846",146250,"112,048","$110,000 "
96701,Aiea,HI,Urban Honolulu,Honolulu County,2136,1.808,469,"78,106",211050,"144,578","$140,000 "
85379,Surprise,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2137,0.698,129,"30,154",58050,"44,102","$40,000 "
47630,Newburgh,IN,Evansville,Warrick County,2138,0.762,102,"32,918",45900,"39,409","$40,000 "
23235,Bon Air,VA,Richmond,Chesterfield County,2139,0.842,127,"36,374",57150,"46,762","$50,000 "
90505,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2140,2.146,554,"92,707",249300,"171,004","$170,000 "
30269,Peachtree City,GA,Atlanta-Sandy Springs-Roswell,Fayette County,2141,0.946,150,"40,867",67500,"54,184","$50,000 "
57702,Rapid City,SD,Rapid City,Pennington County,2142,1.15,190,"49,680",85500,"67,590","$70,000 "
78537,Donna,TX,McAllen-Edinburg-Mission,Hidalgo County,2143,0.724,,"31,277",,"31,277","$30,000 "
33884,Winter Haven,FL,Lakeland-Winter Haven,Polk County,2144,0.81,112,"34,992",50400,"42,696","$40,000 "
92058,Oceanside,CA,San Diego-Carlsbad,San Diego County,2145,1.686,319,"72,835",143550,"108,193","$110,000 "
85042,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2146,0.916,142,"39,571",63900,"51,736","$50,000 "
18018,Bethlehem,PA,Allentown-Bethlehem-Easton,Northampton County,2147,0.97,113,"41,904",50850,"46,377","$50,000 "
90808,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2148,1.924,463,"83,117",208350,"145,733","$150,000 "
95833,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,2149,1.196,217,"51,667",97650,"74,659","$70,000 "
29650,Greer,SC,Greenville-Anderson-Mauldin,Greenville County,2150,0.788,112,"34,042",50400,"42,221","$40,000 "
43614,Toledo,OH,Toledo,Lucas County,2151,0.71,81,"30,672",36450,"33,561","$30,000 "
60564,Naperville,IL,Chicago-Naperville-Elgin,DuPage County,2152,1.13,149,"48,816",67050,"57,933","$60,000 "
95843,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,2153,1.112,212,"48,038",95400,"71,719","$70,000 "
78610,Buda,TX,Austin-Round Rock,Hays County,2154,0.888,142,"38,362",63900,"51,131","$50,000 "
84123,Taylorsville,UT,Salt Lake City,Salt Lake County,2155,1.16,238,"50,112",107100,"78,606","$80,000 "
10035,New York,NY,New York-Newark-Jersey City,New York County,2156,3.114,898,"134,525",404100,"269,312","$270,000 "
60103,Bartlett,IL,Chicago-Naperville-Elgin,DuPage County,2157,1.026,142,"44,323",63900,"54,112","$50,000 "
40391,Winchester,KY,Lexington-Fayette,Clark County,2158,0.7,97,"30,240",43650,"36,945","$40,000 "
30033,Decatur,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,2159,1.18,211,"50,976",94950,"72,963","$70,000 "
85138,Maricopa,AZ,Phoenix-Mesa-Scottsdale,Pinal County,2160,0.614,106,"26,525",47700,"37,112","$40,000 "
85233,Gilbert,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,2161,0.862,165,"37,238",74250,"55,744","$60,000 "
20120,Centreville,VA,Washington-Arlington-Alexandria,Fairfax County,2162,1.324,261,"57,197",117450,"87,323","$90,000 "
28348,Hope Mills,NC,Fayetteville,Cumberland County,2163,0.622,87,"26,870",39150,"33,010","$30,000 "
30223,Griffin,GA,Atlanta-Sandy Springs-Roswell,Spalding County,2164,0.662,65,"28,598",29250,"28,924","$30,000 "
18966,Northampton,PA,Philadelphia-Camden-Wilmington,Bucks County,2165,1.166,181,"50,371",81450,"65,911","$70,000 "
33710,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,2166,1.172,170,"50,630",76500,"63,565","$60,000 "
60137,Glen Ellyn,IL,Chicago-Naperville-Elgin,DuPage County,2167,1.348,206,"58,234",92700,"75,467","$80,000 "
48224,Detroit,MI,Detroit-Warren-Dearborn,Wayne County,2168,0.794,,"34,301",,"34,301","$30,000 "
44121,South Euclid,OH,Cleveland-Elyria,Cuyahoga County,2169,0.774,65,"33,437",29250,"31,343","$30,000 "
36526,Daphne,AL,Daphne-Fairhope-Foley,Baldwin County,2170,0.766,102,"33,091",45900,"39,496","$40,000 "
8302,Bridgeton,NJ,Vineland-Bridgeton,Cumberland County,2171,0.918,91,"39,658",40950,"40,304","$40,000 "
80209,Denver,CO,Denver-Aurora-Lakewood,Denver County,2172,1.982,508,"85,622",228600,"157,111","$160,000 "
97526,Grants Pass,OR,Grants Pass,Josephine County,2173,0.934,180,"40,349",81000,"60,674","$60,000 "
18704,Kingston,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,2174,0.612,66,"26,438",29700,"28,069","$30,000 "
30180,Villa Rica,GA,Atlanta-Sandy Springs-Roswell,Carroll County,2175,0.692,98,"29,894",44100,"36,997","$40,000 "
77054,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,2176,1.222,124,"52,790",55800,"54,295","$50,000 "
97527,Grants Pass,OR,Grants Pass,Josephine County,2177,0.928,183,"40,090",82350,"61,220","$60,000 "
78418,Corpus Christi,TX,Corpus Christi,Nueces County,2178,1.158,139,"50,026",62550,"56,288","$60,000 "
22031,Fairfax,VA,Washington-Arlington-Alexandria,Fairfax County,2179,1.582,322,"68,342",144900,"106,621","$110,000 "
89102,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,2180,0.848,161,"36,634",72450,"54,542","$50,000 "
17011,Lower Allen,PA,Harrisburg-Carlisle,Cumberland County,2181,0.89,126,"38,448",56700,"47,574","$50,000 "
28792,Hendersonville,NC,Asheville,Henderson County,2182,0.878,149,"37,930",67050,"52,490","$50,000 "
21113,Odenton,MD,Baltimore-Columbia-Towson,Anne Arundel County,2183,1.268,197,"54,778",88650,"71,714","$70,000 "
32084,Saint Augustine,FL,Jacksonville,Saint Johns County,2184,1.114,142,"48,125",63900,"56,012","$60,000 "
42104,Bowling Green,KY,Bowling Green,Warren County,2185,0.702,111,"30,326",49950,"40,138","$40,000 "
33309,Oakland Park,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,2186,1.33,166,"57,456",74700,"66,078","$70,000 "
98117,Seattle,WA,Seattle-Tacoma-Bellevue,King County,2187,1.798,520,"77,674",234000,"155,837","$160,000 "
95129,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2188,2.59,1107,"111,888",498150,"305,019","$310,000 "
1545,Shrewsbury,MA,Worcester,Worcester County,2189,1.276,247,"55,123",111150,"83,137","$80,000 "
27534,Goldsboro,NC,Goldsboro,Wayne County,2190,0.62,74,"26,784",33300,"30,042","$30,000 "
80128,Ken Caryl,CO,Denver-Aurora-Lakewood,Jefferson County,2191,1.278,252,"55,210",113400,"84,305","$80,000 "
13501,Utica,NY,Utica-Rome,Oneida County,2192,0.768,76,"33,178",34200,"33,689","$30,000 "
2184,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2193,1.562,292,"67,478",131400,"99,439","$100,000 "
12590,Wappinger,NY,New York-Newark-Jersey City,Dutchess County,2194,1.482,195,"64,022",87750,"75,886","$80,000 "
91387,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2195,1.576,293,"68,083",131850,"99,967","$100,000 "
1852,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2196,1.44,199,"62,208",89550,"75,879","$80,000 "
3820,Dover,NH,Boston-Cambridge-Newton,Strafford County,2197,1.318,188,"56,938",84600,"70,769","$70,000 "
29605,Greenville,SC,Greenville-Anderson-Mauldin,Greenville County,2198,0.886,112,"38,275",50400,"44,338","$40,000 "
7017,East Orange,NJ,New York-Newark-Jersey City,Essex County,2199,0.766,102,"33,091",45900,"39,496","$40,000 "
45458,Centerville,OH,Dayton,Montgomery County,2200,0.88,116,"38,016",52200,"45,108","$50,000 "
66048,Leavenworth,KS,Kansas City,Leavenworth County,2201,0.842,98,"36,374",44100,"40,237","$40,000 "
48601,Saginaw,MI,Saginaw,Saginaw County,2202,0.598,,"25,834",,"25,834","$30,000 "
10583,Scarsdale,NY,New York-Newark-Jersey City,Westchester County,2203,2.844,445,"122,861",200250,"161,555","$160,000 "
37922,Knoxville,TN,Knoxville,Knox County,2204,0.87,117,"37,584",52650,"45,117","$50,000 "
