RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Rent per Square Foot,Price per Sqft,Rent Based Estimate,Sale Based Estimate,Exact Average,Abodu Estimate
82273,55423,Richfield,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,1745,1.534,224,"72,896",110880,"91,888","90,000"
96247,90815,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1746,1.932,468,"91,809",231660,"161,734","160,000"
89567,72450,Paragould,AR,Paragould,Greene County,1747,0.624,71,"29,652",35145,"32,399","30,000"
97960,95062,Santa Cruz,CA,Santa Cruz-Watsonville,Santa Cruz County,1748,2.478,673,"117,755",333135,"225,445","230,000"
89937,73112,Oklahoma City,OK,Oklahoma City,Oklahoma County,1749,0.776,93,"36,876",46035,"41,455","40,000"
79612,49221,Adrian,MI,Adrian,Lenawee County,1750,0.766,,"36,400",,"36,400","40,000"
60793,7753,Neptune,NJ,New York-Newark-Jersey City,Monmouth County,1751,1.49,200,"70,805",99000,"84,902","80,000"
399651,84096,Herriman,UT,Salt Lake City,Salt Lake County,1752,1.026,237,"48,756",117315,"83,035","80,000"
79599,49120,Niles,MI,Niles-Benton Harbor,Berrien County,1753,0.71,,"33,739",,"33,739","30,000"
93280,80203,Denver,CO,Denver-Aurora-Lakewood,Denver County,1754,1.984,382,"94,280",189090,"141,685","140,000"
70935,30165,Rome,GA,Rome,Floyd County,1755,0.666,73,"31,648",36135,"33,892","30,000"
96504,91764,Ontario,CA,Riverside-San Bernardino-Ontario,San Bernardino County,1756,1.56,314,"74,131",155430,"114,781","110,000"
94279,83706,Boise,ID,Boise City,Ada County,1757,0.992,209,"47,140",103455,"75,297","80,000"
84650,60653,Chicago,IL,Chicago-Naperville-Elgin,Cook County,1758,1.018,166,"48,375",82170,"65,273","70,000"
90646,75044,Garland,TX,Dallas-Fort Worth-Arlington,Dallas County,1759,0.892,127,"42,388",62865,"52,626","50,000"
88611,70458,Slidell,LA,New Orleans-Metairie,Saint Tammany Parish,1760,0.808,92,"38,396",45540,"41,968","40,000"
99767,98382,Sequim,WA,Port Angeles,Clallam County,1761,1.008,209,"47,900",103455,"75,678","80,000"
69208,27105,Winston-Salem,NC,Winston-Salem,Forsyth County,1762,0.658,55,"31,268",27225,"29,247","30,000"
93448,80524,Fort Collins,CO,Fort Collins,Larimer County,1763,1,260,"47,520",128700,"88,110","90,000"
91626,76904,San Angelo,TX,San Angelo,Tom Green County,1764,0.852,109,"40,487",53955,"47,221","50,000"
60983,8094,Monroe,NJ,Philadelphia-Camden-Wilmington,Gloucester County,1765,1.042,110,"49,516",54450,"51,983","50,000"
72594,33428,Boca Raton,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,1766,1.328,179,"63,107",88605,"75,856","80,000"
69389,27530,Goldsboro,NC,Goldsboro,Wayne County,1767,0.584,55,"27,752",27225,"27,488","30,000"
74334,37363,Ooltewah,TN,Chattanooga,Hamilton County,1768,0.758,128,"36,020",63360,"49,690","50,000"
70925,30152,Kennesaw,GA,Atlanta-Sandy Springs-Roswell,Cobb County,1769,0.804,125,"38,206",61875,"50,041","50,000"
78977,48105,Ann Arbor,MI,Ann Arbor,Washtenaw County,1770,1.266,210,"60,160",103950,"82,055","80,000"
70235,28803,Asheville,NC,Asheville,Buncombe County,1771,1.076,189,"51,132",93555,"72,343","70,000"
86370,64133,Raytown,MO,Kansas City,Jackson County,1772,0.86,95,"40,867",47025,"43,946","40,000"
60644,7307,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,1773,2.13,382,"101,218",189090,"145,154","150,000"
66757,21060,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,1774,1.442,187,"68,524",92565,"80,544","80,000"
84345,60090,Wheeling,IL,Chicago-Naperville-Elgin,Cook County,1775,1.232,169,"58,545",83655,"71,100","70,000"
80084,50023,Ankeny,IA,Des Moines-West Des Moines,Polk County,1776,1.05,152,"49,896",75240,"62,568","60,000"
89989,73170,Oklahoma City,OK,Oklahoma City,Oklahoma County,1777,0.752,99,"35,735",49005,"42,370","40,000"
69820,28273,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1778,0.826,116,"39,252",57420,"48,336","50,000"
79784,49508,Kentwood,MI,Grand Rapids-Wyoming,Kent County,1779,0.862,129,"40,962",63855,"52,409","50,000"
65753,19082,Upper Darby,PA,Philadelphia-Camden-Wilmington,Delaware County,1780,0.956,72,"45,429",35640,"40,535","40,000"
96010,90029,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1781,2.338,669,"111,102",331155,"221,128","220,000"
89233,71854,Texarkana,AR,Texarkana,Miller County,1782,0.608,66,"28,892",32670,"30,781","30,000"
90319,74136,Tulsa,OK,Tulsa,Tulsa County,1783,0.682,81,"32,409",40095,"36,252","40,000"
92313,78217,San Antonio,TX,San Antonio-New Braunfels,Bexar County,1784,0.882,113,"41,913",55935,"48,924","50,000"
62058,11249,New York,NY,New York-Newark-Jersey City,Kings County,1785,3.574,1211,"169,836",599445,"384,641","380,000"
72354,33016,Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1786,1.536,181,"72,991",89595,"81,293","80,000"
70983,30252,McDonough,GA,Atlanta-Sandy Springs-Roswell,Henry County,1787,0.718,100,"34,119",49500,"41,810","40,000"
98480,95926,Chico,CA,Chico,Butte County,1788,1.086,217,"51,607",107415,"79,511","80,000"
78034,46219,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1789,0.756,83,"35,925",41085,"38,505","40,000"
62533,12401,Kingston,NY,Kingston,Ulster County,1790,1.126,129,"53,508",63855,"58,681","60,000"
84138,59701,Butte,MT,Butte-Silver Bow,Silver Bow County,1791,0.822,,"39,061",,"39,061","40,000"
61640,10026,New York,NY,New York-Newark-Jersey City,New York County,1792,3.548,1024,"168,601",506880,"337,740","340,000"
72370,33032,Princeton,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1793,1.08,145,"51,322",71775,"61,548","60,000"
91252,76107,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,1794,1.29,196,"61,301",97020,"79,160","80,000"
93282,80205,Denver,CO,Denver-Aurora-Lakewood,Denver County,1795,1.902,428,"90,383",211860,"151,122","150,000"
58642,2128,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1796,2.33,442,"110,722",218790,"164,756","160,000"
92196,78006,Boerne,TX,San Antonio-New Braunfels,Kendall County,1797,0.976,167,"46,380",82665,"64,522","60,000"
94749,85033,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1798,0.894,,"42,483",,"42,483","40,000"
72714,33611,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,1799,1.286,196,"61,111",97020,"79,065","80,000"
58653,2139,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1800,2.708,812,"128,684",401940,"265,312","270,000"
65799,19132,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,1801,0.982,,"46,665",,"46,665","50,000"
78022,46203,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1802,0.768,79,"36,495",39105,"37,800","40,000"
399655,85286,Chandler,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1803,0.852,170,"40,487",84150,"62,319","60,000"
97283,93455,Santa Maria,CA,Santa Maria-Santa Barbara,Santa Barbara County,1804,1.202,248,"57,119",122760,"89,940","90,000"
61246,8902,North Brunswick,NJ,New York-Newark-Jersey City,Middlesex County,1805,1.306,188,"62,061",93060,"77,561","80,000"
70863,30084,Tucker,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,1806,0.876,128,"41,628",63360,"52,494","50,000"
99138,97224,Tigard,OR,Portland-Vancouver-Hillsboro,Washington County,1807,1.142,219,"54,268",108405,"81,336","80,000"
97527,94040,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1808,3.084,1316,"146,552",651420,"398,986","400,000"
75574,40220,Louisville,KY,Louisville/Jefferson County,Jefferson County,1809,0.948,132,"45,049",65340,"55,194","60,000"
97810,94608,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1810,2.93,671,"139,234",332145,"235,689","240,000"
65738,19063,Middletown,PA,Philadelphia-Camden-Wilmington,Delaware County,1811,1.154,195,"54,838",96525,"75,682","80,000"
61071,8360,Vineland,NJ,Vineland-Bridgeton,Cumberland County,1812,0.944,101,"44,859",49995,"47,427","50,000"
92447,78413,Corpus Christi,TX,Corpus Christi,Nueces County,1813,0.88,105,"41,818",51975,"46,896","50,000"
84838,61201,Rock Island,IL,Davenport-Moline-Rock Island,Rock Island County,1814,0.664,72,"31,553",35640,"33,597","30,000"
78039,46224,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1815,0.804,84,"38,206",41580,"39,893","40,000"
89712,72712,Bentonville,AR,Fayetteville-Springdale-Rogers,Benton County,1816,0.754,116,"35,830",57420,"46,625","50,000"
99136,97222,Milwaukie,OR,Portland-Vancouver-Hillsboro,Clackamas County,1817,1.324,224,"62,916",110880,"86,898","90,000"
76526,43110,Columbus,OH,Columbus,Franklin County,1818,0.854,110,"40,582",54450,"47,516","50,000"
73051,34232,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota County,1819,1.178,165,"55,979",81675,"68,827","70,000"
97317,93534,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1820,1.256,175,"59,685",86625,"73,155","70,000"
77216,44512,Boardman,OH,Youngstown-Warren-Boardman,Mahoning County,1821,0.602,70,"28,607",34650,"31,629","30,000"
96594,92025,Escondido,CA,San Diego-Carlsbad,San Diego County,1822,1.518,311,"72,135",153945,"113,040","110,000"
85535,62521,Decatur,IL,Decatur,Macon County,1823,0.84,75,"39,917",37125,"38,521","40,000"
60909,8012,Gloucester,NJ,Philadelphia-Camden-Wilmington,Camden County,1824,1.036,113,"49,231",55935,"52,583","50,000"
72568,33401,West Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,1825,1.628,209,"77,363",103455,"90,409","90,000"
88443,70056,Gretna,LA,New Orleans-Metairie,Jefferson Parish,1826,0.79,,"37,541",,"37,541","40,000"
71806,32127,Port Orange,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,1827,1.016,144,"48,280",71280,"59,780","60,000"
86608,64804,Joplin,MO,Joplin,Jasper County,1828,0.562,91,"26,706",45045,"35,876","40,000"
58226,1040,Holyoke,MA,Springfield,Hampden County,1829,1.002,126,"47,615",62370,"54,993","50,000"
88817,70808,Baton Rouge,LA,Baton Rouge,East Baton Rouge Parish,1830,0.91,146,"43,243",72270,"57,757","60,000"
67540,23111,Mechanicsville,VA,Richmond,Hanover County,1831,0.906,143,"43,053",70785,"56,919","60,000"
85932,63114,Overland,MO,St. Louis,Saint Louis County,1832,0.87,79,"41,342",39105,"40,224","40,000"
60609,7105,Newark,NJ,New York-Newark-Jersey City,Essex County,1833,0.712,171,"33,834",84645,"59,240","60,000"
69304,27330,Sanford,NC,Sanford,Lee County,1834,0.65,81,"30,888",40095,"35,492","40,000"
83515,58078,West Fargo,ND,Fargo,Cass County,1835,1.186,187,"56,359",92565,"74,462","70,000"
417436,85120,Apache Junction,AZ,Phoenix-Mesa-Scottsdale,Pinal County,1836,0.884,148,"42,008",73260,"57,634","60,000"
95385,87505,Santa Fe,NM,Santa Fe,Santa Fe County,1837,1.274,228,"60,540",112860,"86,700","90,000"
70495,29461,Moncks Corner,SC,Charleston-North Charleston,Berkeley County,1838,0.852,116,"40,487",57420,"48,954","50,000"
90676,75081,Richardson,TX,Dallas-Fort Worth-Arlington,Dallas County,1839,0.92,139,"43,718",68805,"56,262","60,000"
96351,91320,Thousand Oaks,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,1840,1.646,365,"78,218",180675,"129,446","130,000"
92220,78041,Laredo,TX,Laredo,Webb County,1841,0.828,100,"39,347",49500,"44,423","40,000"
71025,30305,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1842,1.736,312,"82,495",154440,"118,467","120,000"
91852,77338,Humble,TX,Houston-The Woodlands-Sugar Land,Harris County,1843,0.802,87,"38,111",43065,"40,588","40,000"
96273,91016,Monrovia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1844,1.884,489,"89,528",242055,"165,791","170,000"
79121,48310,Sterling Heights,MI,Detroit-Warren-Dearborn,Macomb County,1845,0.978,131,"46,475",64845,"55,660","60,000"
70879,30102,Acworth,GA,Atlanta-Sandy Springs-Roswell,Cobb County,1846,0.784,115,"37,256",56925,"47,090","50,000"
84643,60644,Chicago,IL,Chicago-Naperville-Elgin,Cook County,1847,1.144,96,"54,363",47520,"50,941","50,000"
96127,90291,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1848,4.19,1425,"199,109",705375,"452,242","450,000"
90671,75075,Plano,TX,Dallas-Fort Worth-Arlington,Collin County,1849,0.864,138,"41,057",68310,"54,684","50,000"
91709,77060,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1850,0.906,85,"43,053",42075,"42,564","40,000"
74238,37207,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,1851,1.084,150,"51,512",74250,"62,881","60,000"
99072,97080,Gresham,OR,Portland-Vancouver-Hillsboro,Multnomah County,1852,1.14,195,"54,173",96525,"75,349","80,000"
70906,30132,Dallas,GA,Atlanta-Sandy Springs-Roswell,Paulding County,1853,0.764,,"36,305",,"36,305","40,000"
71520,31405,Savannah,GA,Savannah,Chatham County,1854,0.854,103,"40,582",50985,"45,784","50,000"
63633,14612,Greece,NY,Rochester,Monroe County,1855,0.952,95,"45,239",47025,"46,132","50,000"
96858,92395,Victorville,CA,Riverside-San Bernardino-Ontario,San Bernardino County,1856,0.848,145,"40,297",71775,"56,036","60,000"
96927,92584,Menifee,CA,Riverside-San Bernardino-Ontario,Riverside County,1857,0.968,181,"45,999",89595,"67,797","70,000"
94805,85210,Mesa,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1858,1.038,152,"49,326",75240,"62,283","60,000"
72883,33880,Winter Haven,FL,Lakeland-Winter Haven,Polk County,1859,0.886,106,"42,103",52470,"47,286","50,000"
93255,80126,Highlands Ranch,CO,Denver-Aurora-Lakewood,Douglas County,1860,1.21,236,"57,499",116820,"87,160","90,000"
79082,48227,Detroit,MI,Detroit-Warren-Dearborn,Wayne County,1861,0.736,,"34,975",,"34,975","30,000"
96451,91606,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1862,2.258,476,"107,300",235620,"171,460","170,000"
93304,80228,Lakewood,CO,Denver-Aurora-Lakewood,Jefferson County,1863,1.346,282,"63,962",139590,"101,776","100,000"
72436,33133,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1864,2.266,383,"107,680",189585,"148,633","150,000"
96424,91423,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1865,2.404,594,"114,238",294030,"204,134","200,000"
88485,70122,New Orleans,LA,New Orleans-Metairie,Orleans Parish,1866,0.874,,"41,532",,"41,532","40,000"
58994,2920,Cranston,RI,Providence-Warwick,Providence County,1867,1.3,192,"61,776",95040,"78,408","80,000"
71499,31313,Hinesville,GA,Hinesville,Liberty County,1868,0.678,87,"32,219",43065,"37,642","40,000"
96046,90065,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1869,2.368,624,"112,527",308880,"210,704","210,000"
94467,84107,Murray,UT,Salt Lake City,Salt Lake County,1870,1.13,228,"53,698",112860,"83,279","80,000"
99143,97230,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,1871,1.302,205,"61,871",101475,"81,673","80,000"
99890,98584,Shelton,WA,Shelton,Mason County,1872,0.962,174,"45,714",86130,"65,922","70,000"
62047,11237,New York,NY,New York-Newark-Jersey City,Kings County,1873,2.728,,"129,635",,"129,635","130,000"
94884,85302,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1874,0.812,129,"38,586",63855,"51,221","50,000"
97994,95126,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1875,2.398,761,"113,953",376695,"245,324","250,000"
72056,32547,Fort Walton Beach,FL,Crestview-Fort Walton Beach-Destin,Okaloosa County,1876,0.868,132,"41,247",65340,"53,294","50,000"
70959,30213,Fairburn,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1877,0.664,80,"31,553",39600,"35,577","40,000"
98957,96826,Honolulu,HI,Urban Honolulu,Honolulu County,1878,2.666,600,"126,688",297000,"211,844","210,000"
65065,17403,York,PA,York-Hanover,York County,1879,0.786,90,"37,351",44550,"40,950","40,000"
72458,33155,Coral Terrace,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1880,1.618,251,"76,887",124245,"100,566","100,000"
69361,27502,Apex,NC,Raleigh,Wake County,1881,0.806,155,"38,301",76725,"57,513","60,000"
73244,34983,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie County,1882,0.952,129,"45,239",63855,"54,547","50,000"
67606,23231,Henrico,VA,Richmond,Henrico County,1883,0.834,119,"39,632",58905,"49,268","50,000"
98890,96753,Kihei,HI,Kahului-Wailuku-Lahaina,Maui County,1884,2.89,605,"137,333",299475,"218,404","220,000"
69710,28092,Lincolnton,NC,Charlotte-Concord-Gastonia,Lincoln County,1885,0.734,,"34,880",,"34,880","30,000"
94792,85086,Anthem,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1886,0.858,161,"40,772",79695,"60,234","60,000"
98482,95928,Chico,CA,Chico,Butte County,1887,1.096,225,"52,082",111375,"81,728","80,000"
73833,36330,Enterprise,AL,Enterprise,Coffee County,1888,0.594,73,"28,227",36135,"32,181","30,000"
61216,8857,Old Bridge,NJ,New York-Newark-Jersey City,Middlesex County,1889,1.386,214,"65,863",105930,"85,896","90,000"
96915,92557,Moreno Valley,CA,Riverside-San Bernardino-Ontario,Riverside County,1890,1.09,199,"51,797",98505,"75,151","80,000"
97704,94404,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,1891,2.582,907,"122,697",448965,"285,831","290,000"
94388,84020,Draper,UT,Salt Lake City,Salt Lake County,1892,1.072,246,"50,941",121770,"86,356","90,000"
58652,2138,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1893,2.752,843,"130,775",417285,"274,030","270,000"
90731,75154,Glenn Heights,TX,Dallas-Fort Worth-Arlington,Dallas County,1894,0.878,118,"41,723",58410,"50,066","50,000"
73552,35630,Florence,AL,Florence-Muscle Shoals,Lauderdale County,1895,0.552,60,"26,231",29700,"27,966","30,000"
88481,70117,New Orleans,LA,New Orleans-Metairie,Orleans Parish,1896,1.028,,"48,851",,"48,851","50,000"
91264,76119,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,1897,1.024,92,"48,660",45540,"47,100","50,000"
66632,20785,Greater Landover,MD,Washington-Arlington-Alexandria,Prince Georges County,1898,1.484,200,"70,520",99000,"84,760","80,000"
72434,33131,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1899,2.512,396,"119,370",196020,"157,695","160,000"
95797,89101,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,1900,0.932,,"44,289",,"44,289","40,000"
66596,20743,Coral Hills,MD,Washington-Arlington-Alexandria,Prince Georges County,1901,1.534,191,"72,896",94545,"83,720","80,000"
96548,91913,Chula Vista,CA,San Diego-Carlsbad,San Diego County,1902,1.456,286,"69,189",141570,"105,380","110,000"
91658,77009,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1903,1.348,,"64,057",,"64,057","60,000"
79480,48917,Lansing,MI,Lansing-East Lansing,Ingham County,1904,0.848,102,"40,297",50490,"45,393","50,000"
78997,48126,Dearborn,MI,Detroit-Warren-Dearborn,Wayne County,1905,0.72,,"34,214",,"34,214","30,000"
81299,53219,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,1906,1.138,124,"54,078",61380,"57,729","60,000"
69488,27704,Durham,NC,Durham-Chapel Hill,Durham County,1907,0.898,117,"42,673",57915,"50,294","50,000"
72494,33193,Kendall West,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1908,1.35,175,"64,152",86625,"75,389","80,000"
96623,92069,San Marcos,CA,San Diego-Carlsbad,San Diego County,1909,1.544,328,"73,371",162360,"117,865","120,000"
97850,94804,Richmond,CA,San Francisco-Oakland-Hayward,Contra Costa County,1910,2.29,459,"108,821",227205,"168,013","170,000"
91339,76262,Trophy Club,TX,Dallas-Fort Worth-Arlington,Denton County,1911,0.944,144,"44,859",71280,"58,069","60,000"
100018,98908,Yakima,WA,Yakima,Yakima County,1912,0.91,181,"43,243",89595,"66,419","70,000"
97570,94116,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1913,3.028,991,"143,891",490545,"317,218","320,000"
63482,14225,Cheektowaga,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,1914,0.974,97,"46,284",48015,"47,150","50,000"
86605,64801,Joplin,MO,Joplin,Jasper County,1915,0.52,87,"24,710",43065,"33,888","30,000"
71141,30458,Statesboro,GA,Statesboro,Bulloch County,1916,0.612,78,"29,082",38610,"33,846","30,000"
92288,78154,Schertz,TX,San Antonio-New Braunfels,Guadalupe County,1917,0.786,112,"37,351",55440,"46,395","50,000"
72707,33604,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,1918,1.084,,"51,512",,"51,512","50,000"
88445,70058,Harvey,LA,New Orleans-Metairie,Jefferson Parish,1919,0.798,,"37,921",,"37,921","40,000"
72352,33014,Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1920,1.434,191,"68,144",94545,"81,344","80,000"
72765,33702,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1921,1.256,168,"59,685",83160,"71,423","70,000"
97951,95050,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1922,2.62,917,"124,502",453915,"289,209","290,000"
82220,55369,Maple Grove,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,1923,1.488,219,"70,710",108405,"89,557","90,000"
91292,76180,North Richland Hills,TX,Dallas-Fort Worth-Arlington,Tarrant County,1924,0.888,122,"42,198",60390,"51,294","50,000"
90660,75060,Irving,TX,Dallas-Fort Worth-Arlington,Dallas County,1925,1.056,126,"50,181",62370,"56,276","60,000"
66114,19966,Millsboro,DE,Salisbury,Sussex County,1926,0.824,141,"39,156",69795,"54,476","50,000"
84464,60409,Calumet City,IL,Chicago-Naperville-Elgin,Cook County,1927,1.15,74,"54,648",36630,"45,639","50,000"
71056,30338,Dunwoody,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,1928,1.07,192,"50,846",95040,"72,943","70,000"
96220,90723,Paramount,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1929,2,350,"95,040",173250,"134,145","130,000"
98171,95404,Santa Rosa,CA,Santa Rosa,Sonoma County,1930,1.876,411,"89,148",203445,"146,296","150,000"
84324,60068,Park Ridge,IL,Chicago-Naperville-Elgin,Cook County,1931,1.434,243,"68,144",120285,"94,214","90,000"
91313,76210,Denton,TX,Dallas-Fort Worth-Arlington,Denton County,1932,0.826,122,"39,252",60390,"49,821","50,000"
71475,31210,Macon,GA,Macon-Bibb County,Bibb County,1933,0.666,81,"31,648",40095,"35,872","40,000"
94413,84047,Midvale,UT,Salt Lake City,Salt Lake County,1934,1.242,243,"59,020",120285,"89,652","90,000"
96634,92084,Vista,CA,San Diego-Carlsbad,San Diego County,1935,1.482,311,"70,425",153945,"112,185","110,000"
60105,6040,Manchester,CT,Hartford-West Hartford-East Hartford,Hartford County,1936,1.144,,"54,363",,"54,363","50,000"
70062,28607,Boone,NC,Boone,Watauga County,1937,0.866,147,"41,152",72765,"56,959","60,000"
85540,62526,Decatur,IL,Decatur,Macon County,1938,0.776,56,"36,876",27720,"32,298","30,000"
99511,98026,Edmonds,WA,Seattle-Tacoma-Bellevue,Snohomish County,1939,1.286,366,"61,111",181170,"121,140","120,000"
91745,77096,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1940,1.064,154,"50,561",76230,"63,396","60,000"
96159,90501,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1941,2.002,458,"95,135",226710,"160,923","160,000"
85993,63304,Weldon Spring,MO,St. Louis,Saint Charles County,1942,0.976,144,"46,380",71280,"58,830","60,000"
84453,60302,Oak Park,IL,Chicago-Naperville-Elgin,Cook County,1943,1.436,251,"68,239",124245,"96,242","100,000"
61245,8901,New Brunswick,NJ,New York-Newark-Jersey City,Middlesex County,1944,1.318,178,"62,631",88110,"75,371","80,000"
96050,90069,West Hollywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1945,3.378,803,"160,523",397485,"279,004","280,000"
75718,40515,Lexington,KY,Lexington-Fayette,Fayette County,1946,0.758,118,"36,020",58410,"47,215","50,000"
66818,21208,Pikesville,MD,Baltimore-Columbia-Towson,Baltimore County,1947,1.12,151,"53,222",74745,"63,984","60,000"
77045,44145,Westlake,OH,Cleveland-Elyria,Cuyahoga County,1948,0.988,123,"46,950",60885,"53,917","50,000"
96128,90292,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1949,2.886,736,"137,143",364320,"250,731","250,000"
66212,20110,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,1950,1.18,206,"56,074",101970,"79,022","80,000"
78298,46835,Fort Wayne,IN,Fort Wayne,Allen County,1951,0.742,88,"35,260",43560,"39,410","40,000"
96750,92243,El Centro,CA,El Centro,Imperial County,1952,0.87,,"41,342",,"41,342","40,000"
97758,94551,Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,1953,2.052,504,"97,511",249480,"173,496","170,000"
98170,95403,Santa Rosa,CA,Santa Rosa,Sonoma County,1954,1.874,349,"89,052",172755,"130,904","130,000"
73155,34653,New Port Richey,FL,Tampa-St. Petersburg-Clearwater,Pasco County,1955,0.884,98,"42,008",48510,"45,259","50,000"
96113,90262,Lynwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1956,1.98,354,"94,090",175230,"134,660","130,000"
66567,20707,Laurel,MD,Washington-Arlington-Alexandria,Prince Georges County,1957,1.368,187,"65,007",92565,"78,786","80,000"
82182,55330,Elk River,MN,Minneapolis-St. Paul-Bloomington,Sherburne County,1958,1.22,223,"57,974",110385,"84,180","80,000"
97228,93313,Bakersfield,CA,Bakersfield,Kern County,1959,0.85,140,"40,392",69300,"54,846","50,000"
76550,43147,Pickerington,OH,Columbus,Fairfield County,1960,0.83,117,"39,442",57915,"48,678","50,000"
96588,92019,El Cajon,CA,San Diego-Carlsbad,San Diego County,1961,1.554,316,"73,846",156420,"115,133","120,000"
84296,60031,Gurnee,IL,Chicago-Naperville-Elgin,Lake County,1962,1.042,124,"49,516",61380,"55,448","60,000"
70078,28625,Statesville,NC,Charlotte-Concord-Gastonia,Iredell County,1963,0.754,101,"35,830",49995,"42,913","40,000"
96479,91732,El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1964,1.77,371,"84,110",183645,"133,878","130,000"
72933,33952,Port Charlotte,FL,Punta Gorda,Charlotte County,1965,1.048,108,"49,801",53460,"51,630","50,000"
77046,44146,Bedford,OH,Cleveland-Elyria,Cuyahoga County,1966,0.836,77,"39,727",38115,"38,921","40,000"
80288,50317,Des Moines,IA,Des Moines-West Des Moines,Polk County,1967,1.092,119,"51,892",58905,"55,398","60,000"
66108,19958,Lewes,DE,Salisbury,Sussex County,1968,0.846,175,"40,202",86625,"63,413","60,000"
95945,89523,Reno,NV,Reno,Washoe County,1969,1.02,228,"48,470",112860,"80,665","80,000"
